	PROLIFIC_PID	q_id	law_background	age	gender	edu_background	law_interest	relevance	conceptQ	predictionQ	limitationQ	familiarity_concept	perceived_difficulty	batch_id	concept	concept_question_answer	prediction_question_answer	limitation_question_answer
164	5f42d7f515c23f500bd34d57	18	1.0	2.0	0.0	4.0	4.0	4.0	1.0	1.0	3.0	1.0	2.0	2	Undue_hardship	1	1	3
165	646184c4dd714ee460118417	18	0.0	4.0	0.0	4.0	4.0	4.0	1.0	1.0	3.0	1.0	4.0	2	Undue_hardship	1	1	3
166	5f2cb797b8aecb1c7114e485	18	1.0	0.0	1.0	4.0	4.0	3.0	1.0	1.0	3.0	2.0	3.0	2	Undue_hardship	1	1	3
167	656382506fd5d60bfd660f95	18	0.0	0.0	1.0	4.0	4.0	3.0	2.0	1.0	1.0	4.0	4.0	2	Undue_hardship	1	1	3
168	614ef0f185fa0c76a6b17335	18	1.0	3.0	0.0	4.0	5.0	3.0	1.0	1.0	1.0	2.0	3.0	2	Undue_hardship	1	1	3
169	5ba855d47c0ebe0001272f70	19	0.0	1.0	0.0	4.0	3.0	1.0	1.0	3.0	1.0	1.0	4.0	2	Commanding_precedent	1	3	2
170	652c3486250595e2f18d3d7f	19	1.0	2.0	1.0	4.0	4.0	4.0	1.0	2.0	2.0	4.0	3.0	2	Commanding_precedent	1	3	2
171	5faefcc22be93b11829e84df	19	0.0	1.0	0.0	4.0	3.0	1.0	1.0	3.0	2.0	1.0	2.0	2	Commanding_precedent	1	3	2
172	60fe274c1a2f4578dafd24b1	19	1.0	1.0	0.0	4.0	4.0	4.0	1.0	2.0	1.0	1.0	3.0	2	Commanding_precedent	1	3	2
173	65510e18d5c77d6aca4c119f	19	1.0	1.0	0.0	4.0	4.0	3.0	1.0	3.0	1.0	2.0	3.0	2	Commanding_precedent	1	3	2
174	6400dfca384752e35f9f2e0b	19	1.0	2.0	0.0	4.0	3.0	2.0	1.0	2.0	1.0	1.0	4.0	2	Commanding_precedent	1	3	2
175	656e8c0935854adf1b4ccce4	19	1.0	1.0	0.0	4.0	5.0	1.0	1.0	3.0	1.0	1.0	3.0	2	Commanding_precedent	1	3	2
176	653152792d528bf6b55c4448	19	0.0	3.0	0.0	4.0	5.0	1.0	1.0	3.0	1.0	1.0	5.0	2	Commanding_precedent	1	3	2
177	62b0ef77e3519ee19788db34	19	0.0	1.0	0.0	4.0	4.0	5.0	1.0	0.0	3.0	1.0	5.0	2	Commanding_precedent	1	3	2
178	65105f08f043a03cc63c4802	19	1.0	2.0	1.0	4.0	4.0	1.0	0.0	0.0	1.0	2.0	3.0	2	Commanding_precedent	1	3	2
179	6556a3e5e1d96020853db362	19	1.0	3.0	1.0	4.0	3.0	3.0	1.0	0.0	1.0	1.0	2.0	2	Commanding_precedent	1	3	2
180	5f42d7f515c23f500bd34d57	19	1.0	2.0	0.0	4.0	4.0	2.0	3.0	3.0	1.0	1.0	4.0	2	Commanding_precedent	1	3	2
181	646184c4dd714ee460118417	19	0.0	4.0	0.0	4.0	4.0	1.0	1.0	1.0	3.0	1.0	5.0	2	Commanding_precedent	1	3	2
182	5f2cb797b8aecb1c7114e485	19	1.0	0.0	1.0	4.0	4.0	2.0	1.0	3.0	2.0	2.0	3.0	2	Commanding_precedent	1	3	2
183	656382506fd5d60bfd660f95	19	0.0	0.0	1.0	4.0	4.0	3.0	1.0	1.0	0.0	2.0	4.0	2	Commanding_precedent	1	3	2
184	614ef0f185fa0c76a6b17335	19	1.0	3.0	0.0	4.0	5.0	2.0	3.0	1.0	1.0	2.0	3.0	2	Commanding_precedent	1	3	2
